id,name,category,latitude,longitude,is_verified
19851,"Government Hospital, Belse",district_emergency,14.6135361,74.3493066,1
19852,"Government Hospital, Bidara Kere",district_emergency,14.4321293,76.2929651,1
19853,Hosahalli Government Hospital,district_emergency,14.6502215,76.4611329,1
19854,Kudligi Government Hospital,district_emergency,14.9032999,76.393102,1
19855,Shikaripura Taluk Hospital,district_emergency,14.274276,75.349914,1
19856,Hirekerur Government Hospital,district_emergency,14.4562395,75.3952205,1
19857,Government Hospital Shirgod,district_emergency,14.6717301,75.1138251,1
19858,"Government Hospital, Hallur",district_emergency,16.372917,75.0063727,1
19859,"Government Hospital, Savalagi",district_emergency,16.6744988,75.3468544,1
19860,"Government Hospital, Gurgunta",district_emergency,16.2904167,76.6323772,1
19861,"Government Hospital, Madikeshwar",district_emergency,16.4728514,76.175023,1
19862,"Government Hospital, Mole",district_emergency,16.7143955,74.9183913,1
19863,Taluka Hospital Bilagi,district_emergency,16.3504502,75.6104693,1
19864,"Government Hospital, Girisagar",district_emergency,16.3537264,75.7045791,1
19865,"Government Hospital, Galataga",district_emergency,16.4969233,74.4717584,1
19866,"Government Hospital, Kalmala",district_emergency,16.1985334,77.2031136,1
19867,Government Taluka Hospital,district_emergency,16.5252254,76.7541264,1
19868,Kalakeri Government Hospital,district_emergency,16.6695561,76.3098504,1
19869,"Government Hospital, Chikodi",district_emergency,16.4256105,74.5759493,1
19870,"Government Hospital, Muddebihal",district_emergency,16.3284481,76.1283489,1
19871,Taluka Hospital Basavanbagewadi,district_emergency,16.5701816,75.9741793,1
19872,"Taluka Public Hospital, Athani",district_emergency,16.7278248,75.0600745,1
19873,"Government Hostel, Sasanur",district_emergency,16.5954203,76.2514532,1
19874,"Government Hospital, Mulvad",district_emergency,16.5958721,75.7368282,1
19875,"Government Hospital, Shiraguppi",district_emergency,16.6150843,74.7154988,1
19876,"Government Hospital, Jamkhandi",district_emergency,16.5064643,75.2932185,1
19877,Sankeshwara Government Hospital,district_emergency,16.2610906,74.4840576,1
19878,"M G M Hospital, Nipani",district_emergency,16.389502,74.383241,1
19879,"Government Hospital, Ankali",district_emergency,16.5382384,74.6728759,1
19880,"Government Hospital, Alur RC Rampur RC",district_emergency,16.3037017,75.8910915,1
19881,Satti Government Hospital,district_emergency,16.5701596,75.0852358,1
19882,"Government Hospital, Chinchali",district_emergency,16.5747,74.8202,1
19883,"Government Hospital, Mangasuli",district_emergency,16.7286461,74.8265525,1
19884,Mudhol Government Hospital,district_emergency,16.3427772,75.2691965,1
19885,"Government Hospital, Tangadagi",district_emergency,16.2176764,76.0945934,1
19886,"Government Hospital, Uallagaddi Khanapur",district_emergency,16.1688693,74.513226,1
19887,"Kuligod ,Government Hospital",district_emergency,16.244215,75.042448,1
19888,"Government Hospital, Melavanki",district_emergency,16.1814181,74.8818469,1
19889,"Government Hospital, Benadi",district_emergency,16.511952,74.3950463,1
19890,"Government Hospital, Examba",district_emergency,16.5362207,74.6057055,1
19891,"Government Hospital, Yalawar",district_emergency,16.6873978,76.1405539,1
19892,"Government Hospital, Shindikurbet",district_emergency,16.2154846,74.7988488,1
19893,"Government Hospital, Bugatealur",district_emergency,16.3123942,74.3551718,1
19894,"Government Hospital, Boragaon",district_emergency,16.6017962,74.5099223,1
19895,"Government Civil Hospital, Raibag",district_emergency,16.4908426,74.7790466,1
19896,"Government Hospital, Dhannur",district_emergency,16.178701,76.08666,1
19897,"Government Hospital, Ugar Khurd",district_emergency,16.6467993,74.8207201,1
19898,"Government Hospital, Galag",district_emergency,16.2640911,76.8424061,1
19899,"Government Maternity Hospital, Zahirabad",district_emergency,16.1974473,77.352728,1
19900,Pattanakudi Goverment Hospital,district_emergency,16.3909254,74.4377385,1
19901,"Government Hospital, Babaleshwar",district_emergency,16.6671062,75.5797564,1
19902,"Government Hospital, Tukkanatti",district_emergency,16.3154341,74.872858,1
19903,Hidakal Government Hospital,district_emergency,16.4739227,74.9370712,1
19904,"Government Hospital, Kudari Salawadgi",district_emergency,16.6025842,76.0969192,1
19905,"Government Hospital, Harugeri",district_emergency,16.5130686,74.9491495,1
19906,Government Hospital Tergaon,district_emergency,15.3693454,74.765307,1
19907,Kampli Government Hospital,district_emergency,15.4064959,76.6036531,1
19908,Mulagund Government Hospital,district_emergency,15.2829522,75.5254909,1
19909,Government Hospital Aralikatti,district_emergency,15.2105101,75.16366,1
19910,"Government Hospital, Benakal",district_emergency,15.443029,76.0444523,1
19911,"Govt. Hospital, Alwandi",district_emergency,15.2338376,75.9846341,1
19912,Government Hospital Tambrahalli,district_emergency,15.1522142,76.1473643,1
19913,"Government Hospital, Byahatti",district_emergency,15.4489,75.209468,1
19914,"Government Hospital, Kurugodu",district_emergency,15.3450797,76.8333559,1
19915,Sambrani Government Hospital,district_emergency,15.261402,74.751554,1
19916,Joida Taluk Hospital,district_emergency,15.1597508,74.4887264,1
19917,"Government Hospital, Mangalore",district_emergency,15.5183744,76.1510225,1
19918,"Government Subdivision Hospital, Gangavathi",district_emergency,15.4258693,76.5290112,1
19919,"Government Hospital, Dambal",district_emergency,15.296009,75.777204,1
19920,Mukkal Government Hospital,district_emergency,15.123348,75.0094779,1
19921,Moka Government Hospital,district_emergency,15.2359708,77.0515274,1
19923,"Government Hospital, Ginigera",district_emergency,15.35329,76.250666,1
19924,Ramasagar Government Hospital,district_emergency,15.374023,76.572042,1
19925,"Government Hospital, Hammigi",district_emergency,15.0451974,75.8302083,1
19926,"Government Hospital, Hiresingodi",district_emergency,15.2952461,76.0941147,1
19927,Government Hospital Attigeri,district_emergency,15.105561,75.334496,1
19929,Government Hospital Yellapura,district_emergency,14.9701177,74.716315,1
19930,"Government Taluka Hospital, Haliyal",district_emergency,15.3322945,74.7699131,1
19931,"District Hospital, Dharwad",district_emergency,15.4436571,75.0080157,1
19932,Taluka Government Hospital,district_emergency,15.2338377,75.5793469,1
19933,"Government Hospital, Belavatagi",district_emergency,15.250993,74.853609,1
19934,"Government Hospital, Huvina Hadagali",district_emergency,15.0203264,75.9161897,1
19935,"Government Hospital, Ramalingaeshwara Nagar",district_emergency,15.355835,75.103767,1
19936,Government Hospital Yalavagi,district_emergency,15.0393274,75.4065375,1
19937,"Government Hospital, Castlerock",district_emergency,15.3935784,74.3336233,1
19938,Government Hospital Takkelakote,district_emergency,15.5372388,76.8821612,1
19939,Government Hospital Thoranagallu,district_emergency,15.1972303,76.676132,1
19940,Mundgod Talluka Hospital,district_emergency,14.974272,75.040966,1
19941,Government Hospital Tadas,district_emergency,15.129051,75.125949,1
19942,Government Hospital Hubli,district_emergency,15.3365994,75.130484,1
19943,"Government Hospital, Ulavi",district_emergency,15.002422,74.5082557,1
19944,"Government Hospital, Dotihal, Dhundsi",district_emergency,15.028377,75.141956,1
19945,"Government Hospital, Bagewadi",district_emergency,15.118504,75.761069,1
19946,Mundargi Hospital,district_emergency,15.201367,75.884182,1
19947,"Rural Hospital, Hampsagara",district_emergency,15.1231471,76.0355712,1
19948,Savanuru Government Hospital,district_emergency,14.9763829,75.3340924,1
19949,Ufwc Hospital,district_emergency,15.1410453,76.9016016,1
19950,Shiggaon Government Hospital,district_emergency,14.9887145,75.2262392,1
19951,"Heggeri,Esi Hospital",district_emergency,15.340232,75.1269666,1
19952,"Government Hospital, Dandeli",district_emergency,15.2527433,74.6218918,1
19953,"Vijaynagar Institute Of Medical Science Hospital, Ballari",district_emergency,15.155818,76.898437,1
19954,Shiraguppi Government Hospital,district_emergency,15.362052,75.280975,1
19955,Koodi Darga Government Hospital,district_emergency,17.1335839,76.7510466,1
19956,Government Hospital Yadrami,district_emergency,16.8545642,76.5353973,1
19958,"Government Hospital, Ganwar",district_emergency,16.9088899,76.8204642,1
19959,"Government Hospital, Gobbur(B)",district_emergency,17.257045,76.631624,1
19960,"Government Hospital, Chadachan",district_emergency,17.3104177,75.6687052,1
19961,"Government Hospital, Mandevala",district_emergency,17.0050243,76.547492,1
19962,"Government Hospital, Ambalga",district_emergency,17.6164051,76.8898723,1
19964,Kalagi Government Hospital,district_emergency,17.3593025,77.1527163,1
19965,"Government Hospital, Almel",district_emergency,17.0903759,76.2203192,1
19966,"Government Hospital, Farhatabad",district_emergency,17.182993,76.791694,1
19967,"Government Hospital, Ananthapur",district_emergency,16.9191445,75.0749965,1
19968,Government Hospital Halasangi,district_emergency,17.3145824,75.8609143,1
19969,"Government Hospital, D.Hipparagi",district_emergency,16.810832,76.071041,1
19970,Government Hospital Tadavalaga,district_emergency,17.081313,75.9209908,1
19971,Government Hospital Honnutagi,district_emergency,16.826108,75.865025,1
19972,"Government Hospital, Diggaon",district_emergency,17.0923035,77.1626482,1
19973,Government Hospital Sulepet,district_emergency,17.4027278,77.3424089,1
19974,"Government Hospital, Dandhoti",district_emergency,17.1835083,77.100965,1
19975,"Government Hospital, Afzalpur",district_emergency,17.2025927,76.3596819,1
19976,"Government Hospital, Nidaguda",district_emergency,17.2970277,77.3797891,1
19977,"Moratagi ,Government Hospital",district_emergency,17.0052383,76.4169722,1
19978,Government Hospital Telsang,district_emergency,16.793395,75.334908,1
19979,Basavakalyan Government Taluk Hospital,district_emergency,17.865194,76.945862,1
19980,"Government Hospital, Chitapur",district_emergency,17.1253512,77.0835502,1
19981,Hudagi Government Hospital,district_emergency,17.761915,77.17663,1
19982,"Government Hospital, Harsur",district_emergency,17.4274351,76.9737121,1
19983,"Government Hospital, Malkhed",district_emergency,17.1988709,77.1602317,1
19984,Government Hospital Warwatti,district_emergency,17.9429012,77.118815,1
19985,Government Hospital Atnoor,district_emergency,17.2429948,76.4834768,1
19986,Government Hospital Karjagi,district_emergency,17.2770347,76.2168981,1
19988,Jewargi Government Hospital,district_emergency,17.015116,76.7748644,1
19989,Government Hospital Wadi,district_emergency,17.0420146,77.0002163,1
19990,"Government Hospital, Hallikhed (K)",district_emergency,17.6784912,77.0680995,1
19991,Indi Taluka Hospital,district_emergency,17.1708621,75.9564751,1
19992,Kanaji Government Hospital,district_emergency,17.9093843,77.3039695,1
19993,Government Hospital Kanamadi,district_emergency,16.9327917,75.3800218,1
19994,Government Hospital Ukkali,district_emergency,16.7289702,75.8737148,1
19995,Government Hospital Tamba,district_emergency,16.993877,75.993559,1
19996,Government Hospital Sonth PHC,district_emergency,17.6107635,77.1099383,1
19997,"Government Hospital, Adahalli",district_emergency,16.7949871,75.2148633,1
19998,"Government Hospital, Agarkheda",district_emergency,17.3120856,76.0570547,1
19999,Shiravala Government Hospital,district_emergency,16.807058,76.884722,1
20000,Government Hospital Tavag,district_emergency,16.0819242,74.807116,1
20001,Salgunda Government Hospital,district_emergency,15.669152,76.8308866,1
20002,"Government Hospital, Balganuru",district_emergency,15.9575042,76.7549561,1
20003,Goverment Hospital Yamakanmaradi,district_emergency,16.124979,74.522215,1
20004,Taluka General Hospital Manvi,district_emergency,15.978541,77.057948,1
20005,"Hulakund, Government Hospital",district_emergency,16.1454176,75.1256857,1
20006,"Government Hospital, Gokak",district_emergency,16.1626449,74.814992,1
20007,Goverment Hospital Thoranadinni,district_emergency,16.0301319,76.7713696,1
20008,"Govt. Hospital, Aminagad",district_emergency,16.0553525,75.953146,1
20009,"Government Hospital, Chikwankal Kunta",district_emergency,15.6380221,76.2273341,1
20010,Government Hospital Tallur,district_emergency,15.9161945,75.0171562,1
20011,Khanapur Taluk Hospital,district_emergency,15.638726,74.5051334,1
20012,Hoolgera Government Hospital,district_emergency,15.9550516,76.057792,1
20013,"Government Hospital, Ilkal",district_emergency,15.9629299,76.1234801,1
20014,"Government Hospital, Dadesagur",district_emergency,15.694651,76.895716,1
20015,"Government Hospital, Budagumpa",district_emergency,15.5721922,76.699345,1
20016,"Government Hospital, Gunnal",district_emergency,15.590883,76.232691,1
20017,Kushtagi Government Hospital,district_emergency,15.7543994,76.1895042,1
20018,Government Hospital Thurvihal,district_emergency,15.7609361,76.5941272,1
20019,Hungund Government Hospital,district_emergency,16.06689,76.059741,1
20020,Government Hospital Hatcholli,district_emergency,15.791586,76.998673,1
20021,Government Hospital Parishwad,district_emergency,15.694131,74.61476,1
20022,Yaragatti Government Hospital,district_emergency,15.964997,75.024109,1
20023,Government Hospital Hudali,district_emergency,15.9846229,74.6641955,1
20024,"Government Hospital, Bidi",district_emergency,15.5681131,74.648087,1
20025,"Government Hospital, Dotihal",district_emergency,15.862482,76.2092496,1
20026,Naregal Government Hospital,district_emergency,15.573794,75.813523,1
20027,Government Hospital Sudi,district_emergency,15.7303498,75.8635291,1
20028,"Government Hospital, Matmari",district_emergency,16.0317182,77.2922898,1
20029,"Government Hospital, Karatagi",district_emergency,15.604166,76.6601554,1
20030,"Madlur, Government Hospital",district_emergency,15.88567,75.064559,1
20031,Saundatti Civil Hospital,district_emergency,15.7604654,75.1151857,1
20032,"Old Government Hospital, Yelburga",district_emergency,15.613397,76.011243,1
20033,"Government Hospital, Badami",district_emergency,15.9216682,75.6778945,1
20034,"Government Hospital, Ballatigi",district_emergency,16.0813681,76.956811,1
20035,Government Hospital Hosur,district_emergency,15.8181335,74.9305287,1
20036,Gandhinagar Hospital,district_emergency,15.695096,76.66858,1
20037,Ravihal Government Hospital,district_emergency,15.704203,77.05364,1
20038,Navalgund Sub-District Hospital,district_emergency,15.5561647,75.3581193,1
20039,"Government Hospital, Halakurki",district_emergency,16.007047,75.646405,1
20040,"Government Hospital, Mudgal",district_emergency,16.0143902,76.4464485,1
20041,"Government Hospital, Morab",district_emergency,15.580144,75.1583631,1
20042,Government Hospital Uppin Betager,district_emergency,15.611345,75.0045838,1
20043,Government Hospital Sulebhavi,district_emergency,15.891369,74.661601,1
20044,Siruguppa Taluk Hospital,district_emergency,15.636892,76.894829,1
20045,Hirebagewadi Government Hospital,district_emergency,15.775308,74.638973,1
20046,Government Hospital Mustigeri,district_emergency,15.9550199,75.5718172,1
20047,"Government Hospital, Ganadhal",district_emergency,15.9766275,77.4085996,1
20048,Shirola Government Hospital,district_emergency,15.825399,75.535817,1
20049,Government Hospital Jawalagera,district_emergency,15.865036,76.81715,1
20050,Karikatti Government Hospital,district_emergency,15.7349366,75.0228341,1
20051,Kadadi Government Hospital,district_emergency,15.585813,75.630419,1
20052,JHALKARI BAI MAHILA HOSPITALS,district_emergency,26.8460131,80.9452862,1
20057,District combind hospital sanjay nagar,district_emergency,28.6859053,77.4541484,1
20059,Government Hospital Buranpur,district_emergency,29.1079978,78.9166617,1
20060,Government T.B. Hospital,district_emergency,25.4997681,81.8638247,1
20061,Government Hospital Anpara-Saktinagar,district_emergency,24.2010684,82.7714789,1
20062,Government Hospital Katra Tiraona,district_emergency,26.9674614,80.5979019,1
20063,Government Hospital Mahuawa Buzurg,district_emergency,26.7561474,84.0540365,1
20064,"Government Hospital,Odagaon",district_emergency,20.0185202,84.9791019,1
20065,"Government Hospital, Koida",district_emergency,21.9017473,85.2457718,1
20066,"Government Hospital, Dungura",district_emergency,21.223979,86.4752461,1
20067,"Government Hospital, Kusumi",district_emergency,21.7636804,84.5247464,1
20068,"Government Hospital, Bagderi",district_emergency,18.9916694,82.3585991,1
20069,"Government Hospital , Kalamatia",district_emergency,20.6480434,86.4027567,1
20070,"Government Hospital, Jamla",district_emergency,21.0144623,83.1771429,1
20071,Government Hospital Ranmal,district_emergency,19.6601836,82.8039631,1
20072,"Government Hospital, Pudamari",district_emergency,19.4362845,84.4701768,1
20073,"Government Hospital, Bhatimunda",district_emergency,20.5381618,86.0190211,1
20074,District Hospital Baudh,district_emergency,20.8405426,84.3214765,1
20075,"Government Hospital, Larambha",district_emergency,21.3469746,83.8289753,1
20076,"Government Hospital, Chhamouja",district_emergency,21.7572154,87.2492337,1
20077,"Government Hospital, Bhundimuhan",district_emergency,20.7393574,83.2612972,1
20078,"Government Hospital, Manjuri",district_emergency,20.9160751,86.3271868,1
20079,"Government Hospital, Kumelsingha",district_emergency,21.3829628,83.8576227,1
20080,"Government Hospital, Kalyanpur",district_emergency,20.0338086,85.6961244,1
20081,District Hospital Jharsuguda,district_emergency,21.8895058,84.0485068,1
20082,"Government Hospital, Jujumara",district_emergency,21.2348161,84.1285036,1
20083,"Government Hospital, Phampuni",district_emergency,18.8842411,82.4760269,1
20084,"Government Hospital, Badapokharia",district_emergency,19.9942102,85.4781,1
20085,"Government Hospital, Jamalpur",district_emergency,21.7479094,87.2178941,1
20086,Government Hospital Bileimunda,district_emergency,22.0440805,83.6174845,1
20087,"Government Hospital, Kinjirkela",district_emergency,22.2881049,83.9451653,1
20088,Government Hospital Brahmanadehi,district_emergency,20.0691559,86.3545105,1
20089,"Government Hospital, Kalanga",district_emergency,20.5452899,85.4014438,1
20090,"Government Hospital, Padmapur",district_emergency,20.9997592,83.061142,1
20092,"Government Hospital, Katana",district_emergency,20.6634347,86.7586201,1
20093,"Government Hospital, Duajhar",district_emergency,20.2344816,82.7551107,1
20094,"Government Hospital, Godigan",district_emergency,21.6724201,86.5792555,1
20095,"Government Hospital, Kuntara",district_emergency,21.7915958,84.5213373,1
20096,"Government Hospital, Bhapur",district_emergency,20.5659822,85.4856974,1
20097,Hosp. Nuabanta,district_emergency,20.3688686,85.8573443,1
20098,"Goverment hospital,Bhusandapur",district_emergency,19.9460289,85.4710378,1
20099,Welfast Hospital,district_emergency,9.5902208,76.5605304,1
20100,Tibbia Hospital,district_emergency,18.966675,72.8284384,1
20102,"Government Hospital, Bellagam",district_emergency,19.4291775,84.8258793,1
20103,"Government Hospital, Talchua",district_emergency,20.7627879,86.9415535,1
20104,"Government Hospital, Kalamchhiun",district_emergency,20.960099,85.0775068,1
20105,"Government Hospital, Jugal",district_emergency,21.6976113,86.8958567,1
20106,"Government Hospital, Habaspur",district_emergency,19.7360888,82.8801633,1
20107,"Goverment hospital,Baisinga",district_emergency,21.6488176,86.9089606,1
20108,"Goverment hospital,Palsama",district_emergency,21.2835012,84.8868164,1
20109,"Government Hospital, Mahimunda",district_emergency,20.6146372,83.554763,1
20110,Government Hospital Patapur,district_emergency,19.4509402,84.5962729,1
20111,"Government Hospital, Banigochha",district_emergency,20.3978969,84.5854971,1
20112,"Government Hospital, Lathipada",district_emergency,20.1115047,85.1558742,1
20113,"Government Hospital, Oskana",district_emergency,20.0661943,86.3117769,1
20114,"Government Hospital, Madhusashan(N)",district_emergency,20.4078955,86.279355,1
20115,"Government Hospital, Krushna Chandpur",district_emergency,21.8353186,86.8116313,1
20116,"Govt hospital, Tusura",district_emergency,20.4865534,83.4851128,1
20117,"Government Hospital, Satkosia",district_emergency,21.3607109,86.1465628,1
20118,"Government Hospital, Dhenkikote",district_emergency,21.4993828,85.834693,1
20119,"Government Hospital, Dhandamunda",district_emergency,20.8026763,82.9358125,1
20120,"Government Hospital, Darpani",district_emergency,20.7071197,86.0685166,1
20121,"Government Hospital, Khankira",district_emergency,20.7367512,85.9530046,1
20122,Government Hospital Dhirapatna,district_emergency,20.5256328,85.5487266,1
20123,Government Hospital Sorda,district_emergency,22.3971679,85.0096764,1
20124,"Government Hospital, Ayeba",district_emergency,20.5118115,86.5202335,1
20125,"Government Hospital, Agarpada",district_emergency,21.2001782,86.3811851,1
20126,"Government Hospital, Hatiotta",district_emergency,19.6895735,84.7696173,1
20127,"Government Hospital, Laimura",district_emergency,21.6946942,84.6712379,1
20128,"Government Hospital, Gundiadihi",district_emergency,22.2140267,83.8219365,1
20129,"Government Hospital, Tulasidiha",district_emergency,20.6135501,86.460162,1
20130,"Government Hospital, Subdega",district_emergency,22.2909056,84.1001487,1
20131,"Government Hospital, Sahaspur",district_emergency,19.4213088,84.6046065,1
20132,Chandikhol Accident Unit,district_emergency,20.7101417,86.1362873,1
20133,"Government Hospital, Ranital",district_emergency,21.1351667,86.5597209,1
20134,"Government Hospital, Kaduapada",district_emergency,20.2151227,86.2188403,1
20135,"Government Hospital, Tudigadia",district_emergency,21.2947262,86.5906709,1
20136,"Government Hospital, Bordi",district_emergency,20.1363525,82.9053037,1
20137,"Government Hospital, Hirakud",district_emergency,21.5305094,83.8984707,1
20139,"Government Hospital, Khaira",district_emergency,21.2824165,86.4654936,1
20140,"Government Hospital, Amarda",district_emergency,21.7843282,87.1281903,1
20141,DH Sundargarh,district_emergency,22.1184085,84.0362638,1
20142,"Government Hospital, Aradi(N)",district_emergency,20.8130226,86.6523638,1
20143,"Government Hospital, Banthapalli",district_emergency,19.3123204,84.7207206,1
20144,GH Balandapada,district_emergency,20.4989374,83.8581383,1
20145,"Government Hospital, Kadabarang(N)",district_emergency,21.1445187,86.3956931,1
20146,"Government Hospital, Lakhanpur",district_emergency,21.7604376,83.7740269,1
20147,"Government Hospital, Chaunrpur",district_emergency,21.4328441,83.9702936,1
20148,"Goverment hospital,Bhingarpur",district_emergency,20.2610963,85.9312767,1
20149,Sirigida Oh,district_emergency,21.225943,85.393306,1
20151,Bhadrak District Hospital,district_emergency,21.0654838,86.5025885,1
20152,Padhi Healthcare and Research Center,district_emergency,21.0670332,86.5013641,1
20153,Sri Rama Chandra Hospital,district_emergency,9.9234022,78.1149857,1
20154,Sri Ragavendra Hospital,district_emergency,11.2151734,78.1703431,1
20157,Muthuvel Rajan Hospital,district_emergency,9.92495,78.1190044,1
20158,"Govt Hospital, Kakatpur",district_emergency,20.0015257,86.1979512,1
20159,"ESI Hospital, Peroorkada",district_emergency,8.5342093,76.9672479,1
20161,Senthil Women & Child Hospital,district_emergency,11.9282269,79.8281897,1
20164,SIMS Children Hospital,district_emergency,11.3376687,77.7106065,1
20165,Sri Gokulam Speciality Hospital,district_emergency,11.6788724,78.1274258,1
20166,Fortis Vadapalani Hospital,district_emergency,13.0475131,80.2042733,1
20167,Sholai Medical Centre,district_emergency,11.3364905,77.7107674,1
20168,Tamil Nadu Urological Research Centre Best Kidney Stone Clinic,district_emergency,13.0748708,80.2147555,1
20169,Sree Sanjeevi Rayan Hospital,district_emergency,13.1992282,80.1786155,1
20170,Melaghar hospital,district_emergency,23.4931778,91.3323109,1
20171,Mahajan Children Hospital,district_emergency,21.1375455,79.0804095,1
20174,Sri Ranga Hospitals,district_emergency,13.0290525,80.2636265,1
20175,Shree Sivaa Hospital,district_emergency,11.0450728,76.9856121,1
20177,Cure Max Multi_Speciality Hospital And Critical Care Centre,district_emergency,19.1617475,77.316378,1
20180,Samarth Hospital,district_emergency,19.1624466,77.3168754,1
20181,Dorlikar Orthopaedic bone Hospital,district_emergency,21.1566836,79.1032447,1
20182,Faheem Qureshi Hospital,district_emergency,21.1565637,79.1013995,1
20183,"Dr. Alankar A Ramteke, Arthritis & Joint Replacement Clinic",district_emergency,21.1345018,79.0755145,1
20184,Bodhankar Childrens Hospital,district_emergency,21.1337848,79.0747858,1
20186,Lakshmi Madhavan Hospital,district_emergency,8.7262514,77.7211816,1
20187,Chandralaya Hospital,district_emergency,20.4727538,85.8734912,1
20188,Dr. BRJ Ortho Centre,district_emergency,11.0340354,76.9512209,1
20190,Mahananda Hospital,district_emergency,18.9875791,75.7517048,1
20191,"Sub District Hospital, Degloor",district_emergency,18.545425,77.5844353,1
20192,"District Hospital,Beed",district_emergency,18.9869163,75.7533207,1
20194,Bhume Hospital,district_emergency,18.5447486,77.5829018,1
20195,Sree Venkateswara Hospital,district_emergency,9.6866321,76.3393219,1
20197,S S Medical Centre,district_emergency,11.6706585,78.1398415,1
20198,Sri Venkatswara Hospital,district_emergency,10.7608285,79.8426391,1
20199,Chamiers Day Care Center,district_emergency,13.0297278,80.2446245,1
20200,G.K.Bhattar Government Hospital,district_emergency,21.8074777,87.2421125,1
20201,Torney Maternity And Laparoscopy Hospital,district_emergency,21.1259103,79.0634899,1
20202,Government Hospital SBP,district_emergency,21.4865562,83.9549017,1
20204,S.C.D. Eye Hospital,district_emergency,20.2870731,83.1466877,1
20205,Mankar Hospital,district_emergency,20.7059052,77.0057754,1
20207,Patokar Hospital,district_emergency,20.7059393,77.0048819,1
20208,"Government Hospital, Bantala",district_emergency,20.7415748,85.0637202,1
20209,Mawani Hospital,district_emergency,19.9572416,79.2949003,1
20210,"Krishna Hospital, Namakkal",district_emergency,11.3754811,77.8931817,1
20211,K.V. Hospital - Senthil Kidney Centre,district_emergency,12.1255592,78.1581934,1
20212,"Government Hospital, Ghanteswar(N)",district_emergency,20.931206,86.7962281,1
20213,"Government Hospital, Mangarajpur",district_emergency,20.5995674,85.8886121,1
20214,"Government Hospital, Champajhar",district_emergency,21.4887375,86.239543,1
20215,"Government Hospital, Sukal",district_emergency,19.9296622,85.70785,1
20216,"Government Hospital, Maidalpur",district_emergency,19.4648043,82.5732838,1
20217,"Government Hospital, Salajanga",district_emergency,20.1812076,86.1913691,1
20218,"Government Hospital, Kurtunga",district_emergency,20.4629944,86.4871705,1
20219,Government Hospital Nuagada,district_emergency,19.0989011,84.0491934,1
20220,"Government Hospital, Bendra",district_emergency,20.9169595,83.5412554,1
20221,"Government Hospital, Jamdapal",district_emergency,21.9592887,85.5669556,1
20222,"Government Hospital, Patrapali",district_emergency,21.3103515,83.7664101,1
20223,Secretariate Zonal Dispensary,district_emergency,20.2739449,85.8384629,1
20224,"Government Hospital, Kumusi",district_emergency,20.8415535,85.385136,1
20225,"Government Hospital, Karlapada",district_emergency,20.0773763,83.1043477,1
20226,"Government Hospital, Kanchuru",district_emergency,19.4233091,84.7685679,1
20227,"Government Hospital, Barpada",district_emergency,20.7481673,86.437199,1
20228,"Government Hospital, J. Dayanidhipur",district_emergency,19.4871868,84.8283778,1
20229,Government Hospital Banamalipur,district_emergency,20.2726064,85.2089766,1
20230,"Government Hospital, Chalisbatia",district_emergency,19.8878382,85.8501385,1
20231,"Government Hospital , Tilebani",district_emergency,21.5460995,84.6075475,1
20232,"Government Hospital, Ghunsar",district_emergency,20.369902,83.3708265,1
20233,"Government Hospital, Dantiamuhan",district_emergency,21.801072,86.8471116,1
20234,"Government Hospital, Gangapur",district_emergency,19.7786746,84.608385,1
20236,MV 19 Hospital,district_emergency,18.235389,81.8077189,1
20237,Chandan Hazuri Paediatric Hospital,district_emergency,19.8003863,85.8331548,1
20238,"Government Hospital, Ramchandrapur",district_emergency,20.6686641,86.3598427,1
20239,Goverment Hospital Karangamal.,district_emergency,20.156525,82.6268488,1
20240,Vaduj Criticare Hospital,district_emergency,17.5919346,74.4501666,1
20241,Siddha Hospital,district_emergency,8.4075781,77.0755217,1
20243,London Harley Street Women And Fertility Centre,district_emergency,12.9609724,80.2421492,1
20244,"ESIC Hospital, Virudhunagar",district_emergency,9.5910952,77.9633891,1
20245,"Kale Hospital,Vaduj",district_emergency,17.5957261,74.4527495,1
20246,Inaam General Hospital,district_emergency,18.5618595,73.892592,1
20247,Sanjeevini Multi Speciality Hospital,district_emergency,15.3378151,75.1275111,1
20248,Charushila Accident Hospital And Trauma Care Centre,trauma_l1,17.5979026,74.4538496,1
20249,Aditya Eye Hospital & Lasik Centre,district_emergency,18.560232,73.8953506,1
20250,Datta Hospital,district_emergency,17.5970123,74.4537153,1
20252,Sahyadri Super Speciality Hospital,district_emergency,18.5543086,73.8971383,1
20254,Ayyamppilly Government Hospital,district_emergency,10.1209511,76.1990261,1
20255,District Homoeo Hospital,district_emergency,11.8798136,75.3811656,1
20256,Royal Eye Clinic,district_emergency,9.6808215,76.3399319,1
20257,"Rural Hospital, Vaduj",district_emergency,17.581851,74.4449192,1
20258,Rutu Anand Hospital,district_emergency,18.56295,73.8942307,1
20259,Freedom Fighter Gangaram Karne Hospital,district_emergency,18.5565024,73.8972835,1
20260,Sri Kumaran E N T Hospital,district_emergency,11.3657814,77.7477763,1
20263,Thilagaram Orthopaedic Hospital,district_emergency,8.1821799,77.4153596,1
20264,Chatrapati Shivray Hospital Pune,district_emergency,18.5623853,73.8965795,1
20265,Gas Hospital,district_emergency,13.003026,80.2540981,1
20266,Maris Hospital,district_emergency,8.9769986,77.4185219,1
