id,name,category,latitude,longitude,is_verified
5595,Baskar Rao Hospital,district_emergency,18.09858,78.85057,1
5596,"Sunrise Hospital,Pothireddypally",district_emergency,17.5958091,78.0821617,1
5597,Sri Sai Ganesh Multi Speciality Hospital,district_emergency,17.6091414,78.0832908,1
5598,Sri Laxmi Balaji ENT & GENERAL HOSPITAL,district_emergency,17.6072706,78.0830731,1
5599,Sri Krishna Childrens Hospital,district_emergency,17.60852,78.08257,1
5600,Shishuraksha hospital,district_emergency,17.6000488,78.0778679,1
5602,Neehar Hospital,district_emergency,17.6122744,78.0822841,1
5603,Manjeera Hospital,district_emergency,17.5896784,78.0754103,1
5604,City Super Speciality Hospital,district_emergency,17.606815,78.0837331,1
5605,apex super speciality hospital,trauma_l1,17.6000097,78.0779039,1
5606,Venkateswara Ent Hospital,district_emergency,18.391636,78.8112356,1
5607,"VASUDEVA Hospital,Vemulawada",district_emergency,18.47309,78.86153,1
5609,THANVITHA AYURVADIC,district_emergency,18.39073,78.81125,1
5610,SURAKSHA ENT HOSPITAL,district_emergency,18.4697157,78.86621,1
5611,"Sunrise Hospital,Widdiaram",district_emergency,18.4350828,78.9987685,1
5612,Srinivasa Prathama Chikitsa Kendram,district_emergency,18.3332636,78.5077833,1
5613,Sri Venkateswara hospital,district_emergency,18.4408364,79.016768,1
5614,Sri Venkateshwara Eye Hospital,district_emergency,18.390048,78.8088728,1
5615,Sri SIddi Netralaya eye hospital,district_emergency,18.392896,78.8106498,1
5616,Sri Laxmi Maternity Hospital,district_emergency,18.4704711,78.8645395,1
5618,SHIVANI HOSPITAL,district_emergency,18.3916292,78.8092431,1
5619,SHIVANI GENERAL & ORTHO CARE HOSPITAL,district_emergency,18.3915646,78.8091492,1
5620,Shiva Sai Physiotherapy Hospital,district_emergency,18.46978,78.86361,1
5621,Sathish Hospital,district_emergency,18.2235335,78.4503777,1
5622,"Sanjeevani Hospital,mannegudem",district_emergency,18.7384699,78.7462089,1
5623,Sai venkataramana hospital,district_emergency,18.3902244,78.8086475,1
5624,SAI KRISHNA HOSPITAL,district_emergency,18.38896,78.80656,1
5626,Raksha hospital,district_emergency,18.391614,78.8094864,1
5629,Parthasarathi Children hospital,district_emergency,18.4686,78.86506,1
5630,Mathru sri hospital,district_emergency,18.47673,78.85593,1
5631,Manjunatha Hospital,district_emergency,18.46933,78.86676,1
5632,Mahalaxmi multi speciality Hospital,district_emergency,18.47075,78.8646,1
5633,MAHALAXMI HOSPITAL,district_emergency,18.25118,79.02046,1
5636,Kausalya Hospital,district_emergency,18.2133029,78.5222936,1
5637,Karthikeya Hospital,district_emergency,18.39084,78.809203,1
5638,K.L.N.Hospital,district_emergency,18.39272,78.99307,1
5639,Jeevadhara Hospital Nampally,district_emergency,18.4395485,78.8710858,1
5641,Happylife Multi Speciality Hospital,district_emergency,18.2490068,78.4405282,1
5643,"govt hospital,Veernapally",district_emergency,18.4739968,78.6033057,1
5644,"Govt Hospital,Mucherla",district_emergency,18.267693,78.623608,1
5645,Govt Hospital Badithanda,district_emergency,18.60328,78.62696,1
5646,"Government Hospital,Pullur",district_emergency,18.16015,78.80651,1
5647,Governament Unani Dispensary Siricilla,district_emergency,18.3891573,78.8083484,1
5649,Dr.raju hospital,district_emergency,18.2100897,78.5211944,1
5650,DR.MANOHAR HOSPITAL,district_emergency,18.46982,78.86596,1
5651,Civil Hospital Siricilla,district_emergency,18.388971,78.8081067,1
5652,Children Hospital,district_emergency,18.46837,78.86866,1
5653,Chanikya Hospital,district_emergency,18.4685049,78.8672678,1
5656,Anandarao Children's Hospital,district_emergency,18.4679666,78.8680477,1
5657,"Amma Hospital,Sircilla",district_emergency,18.39009,78.80852,1
5658,"Suraksha hospital,Godavarikhnai",district_emergency,18.7479378,79.5117625,1
5659,Sree Mamatha Hospital,district_emergency,18.75064,79.50997,1
5661,Sai vamshi hospital,district_emergency,18.6142536,79.3799765,1
5662,RKP Hospital,district_emergency,18.74938,79.51087,1
5663,Ramgundam Railway Health Unit,district_emergency,18.7677924,79.4351169,1
5664,Mallesham Hospital,district_emergency,18.60947,79.37572,1
5665,Laxmiveni Maternity and ENT Hospital,district_emergency,18.7480654,79.5110739,1
5666,JB Rao Hospital,district_emergency,18.6154579,79.3836072,1
5668,"Government Hospital,Manthani",district_emergency,18.64995,79.66334,1
5669,Gemini Hospitals,district_emergency,18.7567881,79.5063416,1
5670,"Ganesh Hospital,Peddapalli",district_emergency,18.6102199,79.3731517,1
5671,Esi Hospital Ntpc,district_emergency,18.76068,79.47603,1
5672,Dr Lilavathi Hospital,district_emergency,18.6105128,79.3748863,1
5674,ASIAN HOSPITAL,district_emergency,18.61334,79.37412,1
5676,Kaveri Hospital,district_emergency,18.7956797,78.9223373,1
5679,"Sai Krishna Hospital,Vavilalapally",district_emergency,18.4432622,79.130402,1
5681,Sidhartha multi Speciality Hospital,district_emergency,17.4597843,79.2597388,1
5682,Arogya Super Speciality Hospital,district_emergency,17.2487152,80.1456249,1
5683,Dr.Mahipal Reddy Childrens Hospital,district_emergency,18.4433326,79.1302027,1
5684,Gangareddy Hospital,district_emergency,19.4943851,78.6709965,1
5685,Vishwas Multispeciality Hospital,district_emergency,17.2528443,80.139808,1
5686,Sri Sai Karunashree Hospital,district_emergency,18.2012175,79.3989207,1
5687,SADGURU HOSPITAL,district_emergency,18.3263894,78.3393219,1
5689,Keerthi Chaithanya Pilala Hospital,district_emergency,18.4398944,79.1332732,1
5690,Dr.Ranga Rao Sandeep Children Hospital,district_emergency,17.5558158,80.6172256,1
5691,Mamata Children Hospital,district_emergency,19.3452255,79.4826674,1
5692,SRI SANJEEVANI CRITICAL CARE HOSPITAL,district_emergency,19.6641405,78.532014,1
5693,Ayan Hospital,district_emergency,19.3442552,79.483387,1
5694,Orchid Hospitals,district_emergency,18.455451,79.1345725,1
5695,PRADHAN MANTRI JANAUSHADI KENDRA,district_emergency,19.4947272,78.6705247,1
5696,TSRTC Hospital,district_emergency,18.4571089,79.1161203,1
5698,"Devi Hospital,Krishnanagar",district_emergency,18.7980003,78.9224192,1
5699,Tarang Hospital,district_emergency,19.7173152,78.7723979,1
5700,Shiva Children Hospital,district_emergency,17.2508666,80.1449639,1
5701,Arshad and asha's opticals,district_emergency,18.3261664,78.3390979,1
5702,Radhika Hospital,district_emergency,17.5893696,80.3225069,1
5703,Saachi Hospital,district_emergency,19.6756247,78.532062,1
5704,"Vijaya Hospital,Karimnagar",district_emergency,18.443984,79.1262663,1
5707,Sree Lakshmi Bhadrakali Neuro and Trauma Hospital,trauma_l1,18.44875,79.13282,1
5708,M.R.Children Hospital,district_emergency,18.3269659,78.3398618,1
5709,Chinnari Pillala vydyasala,district_emergency,17.25156,80.14564,1
5710,Government ayurvedic dispensary,district_emergency,18.3814291,79.0432618,1
5711,LV PRASAD EYE INSTITUTION MAVALA ADILABAD,district_emergency,19.651285,78.5187315,1
5712,Sri Vijaya Sai Critical Care Hospitals,district_emergency,18.4431982,79.1285366,1
5713,Srinivasa Childrens Hospital,district_emergency,17.5579572,80.6197662,1
5715,Akbani Eye Hospital,district_emergency,19.6743851,78.5286611,1
5717,Government Area Hospital,district_emergency,17.9292098,80.8235016,1
5718,Venkatesh goud Children Hospital,district_emergency,18.32593,78.33851,1
5719,Amith Children's Hospital,district_emergency,18.7961354,78.922201,1
5720,Sri Venkateshwara Children's Hospital,district_emergency,19.6667104,78.5304817,1
5723,Usha Khandal Hospital,district_emergency,18.438374,79.122129,1
5724,"Balaji Hospital,Karimnagar",district_emergency,18.4438771,79.1284657,1
5725,"Padmini Hospital,Pochammawada",district_emergency,18.7982713,78.9199027,1
5726,"Vaidya Ayurvedic Research Centre,Mahalaxmiwada",district_emergency,19.6739042,78.5377822,1
5727,Sri bhavya hospital,district_emergency,17.25191,80.14151,1
5728,sai global children's hospital,district_emergency,18.4485538,79.1307069,1
5729,Dr.Bhirayya Hospital,district_emergency,18.3272662,78.3385987,1
5730,Akshara Cardiac Hospital,district_emergency,17.24682,80.15131,1
5731,Dr.kaleem Hospital,district_emergency,18.3501949,79.4157742,1
5732,Kartikeya Hospital,district_emergency,19.6692546,78.531997,1
5733,sadana hospital,district_emergency,18.3207925,78.3348695,1
5734,Sheshanna Chennawar Eye Hospital,district_emergency,19.64327,78.51226,1
5735,Nikila Women And Children clinic,district_emergency,17.2525838,80.1443259,1
5736,Karthik Childrens Hospital,district_emergency,18.43714,79.12239,1
5738,Sri Sai Simha hospital,district_emergency,18.3280974,78.3284778,1
5739,Suryam Hospital,district_emergency,17.5562096,80.6167922,1
5740,"Sri Balaji Hospital,Gadwal",district_emergency,16.2367579,77.7982114,1
5741,Tata Childrens Hospital,district_emergency,18.44073,79.14196,1
5742,Abhishek Hospitals,district_emergency,18.443166,79.1290035,1
5743,Mohan Reddy Childrens Hospital,district_emergency,18.7956226,78.9212677,1
5744,Suraksha children's Hospital,district_emergency,19.6720762,78.5304832,1
5745,Ramadevi Hospital,district_emergency,17.2419869,80.1384493,1
5746,Raja Rajeshwara Hospital,district_emergency,18.4413295,79.1299157,1
5747,Venkateshwara Kidney & Multi Speciality Hospital,district_emergency,18.4439955,79.128013,1
5748,District Police Hospital,district_emergency,18.4366573,79.1275097,1
5749,Shashikala Childrens Hospital,district_emergency,18.7958156,78.9217162,1
5750,Sree Deepika Hospital,district_emergency,18.4434738,79.1296853,1
5753,Kurapati Childrens Hospital,district_emergency,17.2507569,80.1446187,1
5755,Anitha Eye Care hospital,district_emergency,17.55588,80.61764,1
5756,Laxmi Prasanna Hospital,district_emergency,19.3454549,79.4846259,1
5757,"Suraksha Hospital,Karimnagar",district_emergency,18.4438769,79.1267945,1
5760,Aishwarya Giri Clinic,district_emergency,19.5124896,78.5863964,1
5761,Prasuna Multispeciality Hospital,district_emergency,17.25017,80.14586,1
5762,Matruchaya Hospital,district_emergency,19.6593956,78.5253131,1
5767,Sri Vijayaraya Hospital,district_emergency,16.2397866,77.8073187,1
5768,prapthi hospital,district_emergency,19.3601849,79.2935464,1
5769,PAARTHA CHILDRENS HOSPITAL,district_emergency,18.7980146,78.9231554,1
5771,Vasireddy Vijaykumar Hospital,district_emergency,17.2514418,80.1391059,1
5772,Dr.chandramouli Hospital,district_emergency,18.2018934,79.3987333,1
5774,SRR Gastroenterology Hospital,district_emergency,18.4432301,79.1329686,1
5776,Shailaja Hospital,district_emergency,19.35456,79.472239,1
5777,Narayana Gastro & Liver Center,district_emergency,17.25046,80.14604,1
5778,Janani Hospial Gadwal,district_emergency,16.2369052,77.797334,1
5779,Madhura Hospital,district_emergency,19.346723,79.481892,1
5781,Sri Rama Multi Specality Hospital,district_emergency,18.3194,78.3341239,1
5782,Sri Sairam Hospital Ravirala Sandeep Kumar,district_emergency,19.345279,79.4826058,1
5783,"Mahalaxmi Hospital,Karimnagar",district_emergency,18.4429964,79.1326227,1
5784,Sravanthi multi speciality hospital,district_emergency,16.2337674,77.7993639,1
5785,Nageswara Hospital,district_emergency,19.4196018,78.7413038,1
5787,Abhilasha Hospital,district_emergency,18.4433711,79.1335915,1
5788,"MITHRA HOSPITAL(DGO,GEN MEDICINE,ENT)",district_emergency,18.7981381,78.9193383,1
5790,DK Gain Clinic,district_emergency,19.355986,79.5292032,1
5792,Bhavani hospital,district_emergency,17.2494015,80.1461878,1
5793,sathish kumar hospital,district_emergency,18.799654,78.9229147,1
5794,ABHAYAPRADA CARDIAC HOSPITAL,district_emergency,16.7528945,78.0023916,1
5796,Jagruthi Hospital,district_emergency,18.32714,78.3398,1
5797,Sandeep Pawar hospital,district_emergency,19.6680219,78.5308427,1
5798,Khammam Heart Hospital,district_emergency,17.2521704,80.1405574,1
5799,Laxmi cardiac hospital and 2d echo Centre,district_emergency,19.6779985,78.5353897,1
5800,Sunshine Hospitals,district_emergency,18.4450347,79.1249393,1
5801,Gangaram Community Hall Health Sub Center,district_emergency,17.4944955,78.3296853,1
5802,Shivclinic (Dr Dev Sbilife),district_emergency,19.3559484,79.5261433,1
5805,Mathrusri Multispeciality Hospital,district_emergency,18.47637,78.85596,1
5807,Supreetha Hospital,district_emergency,18.32701,78.34137,1
5808,Vaibhavi Hospital,district_emergency,19.668241,78.5282541,1
5811,Pabba Super Speciality Hospital,district_emergency,18.4493612,79.1331341,1
5812,Rayala Srinivas Rao Hospital,district_emergency,17.596137,80.3211721,1
5813,Yashodakrishna Hospital,district_emergency,18.4386831,79.1178962,1
5814,OM SRI SAI HOSPITAL,district_emergency,18.7908478,78.9178394,1
5815,WALGOTE BONES HOSPITAL(Dr.Moin),district_emergency,19.670668,78.5334072,1
5816,"Balaji Hospital,Kamareddy",district_emergency,18.3269834,78.340037,1
5817,Sri Prasanthi Hospital,district_emergency,17.5858877,80.3256138,1
5822,Satya Sai Hospital,district_emergency,19.4898282,78.675446,1
5823,Mohanrao Hospital,district_emergency,17.2510217,80.1399813,1
5824,"Govt Hospital,Alampur",district_emergency,15.8809042,78.129491,1
5825,"Govt Hospital, RC Puram",district_emergency,18.040819,80.7312535,1
5826,Madhava Hospital,district_emergency,19.6705156,78.5308303,1
5827,Sri Ganesha Multi Speciality Hospital,district_emergency,18.324501,78.3394704,1
5828,ATM Hospital,district_emergency,18.7952954,78.9220078,1
5829,Srimatha Hospital,district_emergency,19.3454755,79.4828434,1
5830,Lotus Neuro Hospital,district_emergency,18.4399813,79.1329918,1
5831,Raos Hospital,district_emergency,16.2370257,77.8030779,1
5834,Sri Sujwal Super speciality Hospital,district_emergency,17.2526131,80.1446345,1
5835,samala Hospital,district_emergency,18.5816506,79.164892,1
5837,Balamitra Children's hospital,district_emergency,17.24851,80.14976,1
5838,Global Maxx Hospital karimnagar,district_emergency,18.4539498,79.1342767,1
5839,Aasha Children's Hospital,district_emergency,16.7536628,78.0020128,1
5840,"Sai Krishna Hospital,Kamareddy",district_emergency,18.32861,78.33111,1
5841,Saketh Hospital,district_emergency,19.6672162,78.5301781,1
5842,Hanuman Orthopaedic Hospital,district_emergency,17.2516397,80.1465527,1
5843,KK Hospital,district_emergency,18.43954,79.13247,1
5844,Gems Super Speciality Hospital,district_emergency,17.5559,80.617549,1
5845,KBR Hospital,district_emergency,19.6719689,78.5343469,1
5846,Chandra Hospital,district_emergency,16.7535822,78.0154296,1
5847,"Sunrise Hospital,Karimnagar",district_emergency,18.4431159,79.1291921,1
5848,Sri Sathya Hospital,district_emergency,19.359526,79.2937334,1
5849,Prameela Hospitals,district_emergency,17.2504751,80.1451299,1
5850,"Nirmala Hospital,Gadwal",district_emergency,16.2343781,77.7982259,1
5851,Mana Hospital,district_emergency,17.59475,80.32028,1
5852,Praja Life Care,district_emergency,19.3528605,79.4713576,1
5854,"Shivani hospital,Nizampet",district_emergency,17.2508,80.1398934,1
5856,RK's Hospital,district_emergency,18.4454817,79.127002,1
5857,Sri Raghavendra Mother and Child Hospital,district_emergency,16.2371729,77.8062525,1
5858,Rao's Speciality Hospital,district_emergency,17.5901768,80.3194,1
5860,Sai Eye Hospital,district_emergency,19.653891,78.512941,1
5861,Yakayya Kidney Centre,district_emergency,18.4453962,79.1259528,1
5862,Dr. PVR Multispeciality Hospital,district_emergency,18.4376822,79.1315824,1
5863,Naveena Hospital,district_emergency,18.7993265,78.9196311,1
5864,Sunrise Children's Hospital,district_emergency,17.2489092,80.1469095,1
5865,Srernidhi Diabetes Thyroid Endocrine Hospital,district_emergency,18.4405306,79.1310379,1
5866,Parvati Childrens Hospital,district_emergency,18.3262303,78.3374451,1
5867,Sri Pragathi Hospital,district_emergency,17.9403502,80.816374,1
5868,Hasini Childrens Hospital,district_emergency,18.2018543,79.399224,1
5869,Harsha Hospital,district_emergency,19.6685197,78.5295162,1
5872,Lotus Multi Speciality Hospital,district_emergency,17.2520184,80.1446214,1
5873,Dr Yellappa Hospital,district_emergency,16.2361109,77.797468,1
5874,Government hospital Karakagudem,district_emergency,18.0404547,80.5717969,1
5875,Nachagiri Hospital,district_emergency,19.3466195,79.4820492,1
5876,Ravi Children's Hospital - Mahabubnagar,district_emergency,16.7480327,77.9999339,1
5877,Sammi Reddy Eye Hospital,district_emergency,18.3275365,78.3383157,1
5879,chrome hospital,district_emergency,19.6764732,78.5303204,1
5880,Pullela Super Speciality Hospital,district_emergency,18.4489083,79.132882,1
5881,Vasara Hospital,district_emergency,18.4394293,79.1137434,1
5882,Dr. Sarojini Sinha Memorial Shiv-Shakti Hospital,district_emergency,25.6196101,85.1243883,1
5886,Sai Swetha Hospital,district_emergency,16.7526584,78.0022601,1
5891,Dr. Prathap Hospital,district_emergency,17.5250301,79.9999969,1
5892,Satyanarayana General Hospital,district_emergency,17.443402,80.151093,1
5894,"Government Hospital, gudur",district_emergency,17.7989909,79.9792413,1
5895,"Government Hospital, Nekkonda",district_emergency,17.796832,79.950722,1
5899,Surya Eye Hospital,district_emergency,17.5935437,80.003645,1
5901,Dr. Manmoham Reddy Memorial Multi Speciality Hospital,district_emergency,17.5945154,80.0034858,1
5902,Balaji Childrens Hospital,district_emergency,17.5952578,80.0008972,1
5903,Arjun Reddy Hospital,district_emergency,17.5959643,79.9976245,1
5904,Muralinaik Hospital,district_emergency,17.5967431,79.996668,1
5906,Amma Multi Speciality Hospital,district_emergency,17.5818969,79.6623844,1
5907,Kavitha Hospital,district_emergency,17.5864872,79.6575058,1
5910,Sri Matha Hospital,district_emergency,17.5879854,79.6539763,1
5911,Sri Nirmala Hospital,district_emergency,17.585503,79.656077,1
5912,Swaroop Kumar Hospital,district_emergency,17.5866033,79.6552917,1
5913,City Eye Hospital,district_emergency,17.7207011,79.1620061,1
5914,"Government Hospital, Nellutla",district_emergency,17.7041184,79.1959865,1
5915,Udumula Maternity Hospital,district_emergency,17.724924,79.1836899,1
5916,Lotus Childrens Hospital,district_emergency,17.7195313,79.1590607,1
5917,Dist. CooRoadinater Hospital,district_emergency,17.7211175,79.1603755,1
5920,Vatsalya Hospital,district_emergency,17.7198633,79.1612664,1
5921,Sri Sidhi Vinayaka Hospital,district_emergency,17.7204164,79.160866,1
5922,Innareddy Hospitals,district_emergency,17.7186573,79.1614854,1
5924,Vinuthna Orthopedic hospital,district_emergency,17.7173892,79.1599354,1
5925,Veehar Acupuncture Center,district_emergency,18.7907789,78.9170585,1
5926,Sri Padmavathi Physiotherapy pain relief Clinic,district_emergency,18.7936503,78.9210584,1
5927,Virat Homoeopathy,district_emergency,18.7941769,78.9201317,1
5928,vennela Hospital,district_emergency,18.794744,78.922272,1
5929,Sai Adtihya Hospital,district_emergency,18.795125,78.9219191,1
5930,Vennela Asthama And Chest Clinic,district_emergency,18.7950248,78.9220666,1
5931,sri lakshmi narasimha nuro&surgical hospital,district_emergency,18.7948883,78.9219534,1
5936,Anvishree Multi-speciality Hospital,district_emergency,18.7978681,78.9249448,1
5938,Sai life care hospital,district_emergency,18.797928,78.924709,1
5939,Sri Ganesh Hospital,district_emergency,18.7978255,78.924788,1
5941,Sai Ganesh Hospital,district_emergency,18.7974937,78.9242143,1
5942,Prakash Kumar Hospital,district_emergency,18.7971959,78.9243636,1
5944,Rajarajeshwara Hospital,district_emergency,18.7970829,78.9239885,1
5946,Sai Krishna Multi Speciality Hospital,district_emergency,18.7966654,78.9230326,1
5949,Shiva Sai Ortho Hospital,district_emergency,18.7979084,78.922894,1
5950,Sudhakar Reddy Hospital,district_emergency,18.797394,78.922413,1
5951,Jyothsna Hospital,district_emergency,18.7979304,78.9221101,1
5952,guruva reddy hospital,district_emergency,18.7974751,78.9221977,1
5953,Amma Ayurvedic Hospital,district_emergency,18.7968081,78.9222829,1
5954,Shiva Ganga Hospital,district_emergency,18.796764,78.922256,1
5957,Star Hospital Dr Pavan kumar,district_emergency,18.7966565,78.9183063,1
5958,Hanshi Hospital,district_emergency,18.7989864,78.920312,1
5960,Srilatha Hospital,district_emergency,18.799575,78.9217986,1
5963,Sai Balaji Hospital,district_emergency,17.1092001,77.6183972,1
5964,Samadh Hospital,district_emergency,17.1455661,77.4110392,1
5965,Mother Teresa Hospital,district_emergency,17.218138,77.427741,1
5967,New Life Maternity & General Hospital,district_emergency,18.6560854,77.8934998,1
5968,Kumaraswamy Hospital,district_emergency,18.193482,80.166474,1
5969,"Vety Hospital, Chavai",district_emergency,18.2064835,80.10162,1
5970,Lions Club Eye Hospital,district_emergency,18.6450598,77.8886581,1
5971,RK hospital,district_emergency,17.990926,79.547723,1
5972,Appaiah Hospital,district_emergency,18.1912345,79.9455468,1
5973,Mayuri Multi Speciality Hospital,district_emergency,18.8819079,79.4420981,1
5975,Venkateshwara Imaging Centre,district_emergency,18.0041586,79.5685238,1
5976,Chetan Kidney Speciality Hospital,district_emergency,17.05189,79.2681987,1
5977,Madhu babu Neuro multi speciality centre,district_emergency,18.0039024,79.570015,1
5979,Sudheer Goje Hospital,district_emergency,18.6542647,77.8905289,1
5980,Vinay Hospital,district_emergency,18.190605,79.938562,1
5983,Srinivasa heart centre,district_emergency,18.0117856,79.5584095,1
5984,VINEY HOSPITAL,district_emergency,18.1900414,79.940679,1
5985,Guardian multi speciality hospital,district_emergency,18.0033217,79.5797316,1
5986,Victoria Hospital,district_emergency,18.6260014,78.198996,1
5987,Vedadri hospitals,district_emergency,17.99882,79.544484,1
5989,Laxmi Narayana Hospital,district_emergency,18.4395178,79.1258709,1
5990,Dr Satyanarayana hospital,district_emergency,18.0129059,79.5694924,1
5991,Sri rama children hospital,district_emergency,18.0041688,79.5683198,1
5993,Sri vidya speciality hospital,district_emergency,18.004249,79.569281,1
5996,Lasya hospital,district_emergency,18.0041244,79.5689694,1
5998,Dist. Malarai Hospital,district_emergency,18.3239439,80.4142601,1
5999,Sree venkateswara super speciality Neuro centre,district_emergency,18.004297,79.568823,1
6000,Galaxy Hospital,district_emergency,18.4500368,79.1210246,1
6001,Goje Hospital,district_emergency,18.6533681,77.8915056,1
6003,janakamma hospital,district_emergency,18.2521042,80.5130195,1
6004,Wise hospital,district_emergency,17.9932937,79.5960008,1
6006,satya prasad hospital,district_emergency,18.654069,77.89131,1
6007,Sanskar Hospital,district_emergency,18.6555669,77.8951572,1
6008,City orthopedic hospital,district_emergency,18.004699,79.569191,1
6009,Rishik Children Hospital,district_emergency,18.290619,79.4737608,1
6011,"Amrutha hospital,Pasara",district_emergency,18.190957,80.165655,1
6013,Dileep Eye Hospital,district_emergency,18.339747,80.4280764,1
6014,Sree Hospital,district_emergency,18.877699,79.4435228,1
6015,Radha Krishna Murty Hospital,district_emergency,18.3001325,80.553669,1
6016,OLGA Children Hospital,district_emergency,18.4460783,79.1333545,1
6017,Jamkar Hospital,district_emergency,18.653602,77.8918285,1
6020,Sandeep Children Hospital,district_emergency,18.4457724,79.1332648,1
6021,Krishna Childrens Hospital,district_emergency,18.6582054,77.8877574,1
6022,Area Hospital Bodhan,district_emergency,18.6567773,77.8881167,1
6026,Srikrishna children hospital,district_emergency,18.002888,79.5697793,1
6028,Sri Lasya hospital,district_emergency,18.0042718,79.5688455,1
6029,Rama Rao Hospital,district_emergency,18.1733162,79.525204,1
6030,Medlife Hospitals,district_emergency,18.8809951,79.439748,1
6032,Sri medlife hospitals,district_emergency,18.0047078,79.5692026,1
6033,Nikhil hospitals,district_emergency,18.0041835,79.5691153,1
6034,taruni hospital,district_emergency,18.192906,79.9456684,1
6036,DR. Madhu babu neuro surgeon,district_emergency,18.003752,79.570297,1
6037,Sri Darshini Children'S Hospital,district_emergency,18.190429,79.940279,1
6039,Raghu hospital,district_emergency,18.0043107,79.5688223,1
6041,Ganga Nethralaya Eye care center,district_emergency,18.5310273,77.8976007,1
6042,Sri Rama Hospital,district_emergency,18.446819,79.133529,1
6043,Sri Krishna Hospitals,district_emergency,18.6106572,79.3745703,1
6045,Kalyani hospital,district_emergency,18.0061015,79.5557087,1
6046,Prasad Memorial Hospital,district_emergency,18.6104967,79.3747593,1
6047,"Sanjeevani Hospital Pvt Ltd, Belagavi",district_emergency,15.8630297,74.5076569,1
6048,Government Hospital Katravulapalli,district_emergency,17.1282302,82.0826567,1
6050,Venugram Hospital,district_emergency,15.8257888,74.4975106,1
6051,Dakshata Hospitals Pvt Ltd,district_emergency,15.8292261,74.5011128,1
6052,Deccan Medical Centre,district_emergency,15.8461842,74.5074245,1
6053,"Community Health Centre, Panipura",district_emergency,17.3732371,78.446451,1
6054,SHREYA HOSPITAL,district_emergency,17.4509475,78.4235564,1
6055,50 bed Hospital,district_emergency,24.7781476,93.143353,1
6057,Srinivasa Kidney And Maternity Hospital,district_emergency,18.0049273,79.5752151,1
6058,Chyavan Ayurveda Hospital,district_emergency,18.0044082,79.5595135,1
6060,DR NAVEEN REDDYS GENERAL HOSPITAL,district_emergency,17.4546149,78.4200095,1
6063,KLE Ayurved Hospital,district_emergency,15.8394954,74.5156891,1
6064,Yogananda Multi Speciality Hospital,district_emergency,12.9158516,77.5593919,1
6066,RAVI Multi Speciality Hospital,district_emergency,19.103782,78.3403596,1
6067,Tejaswini Hospital,district_emergency,19.1039012,78.340224,1
6069,Sri Mahalaxmi Children Hospital,district_emergency,18.8846676,79.442039,1
6071,Swathi Naveen Hospital,district_emergency,18.8800067,79.4415325,1
6072,Suguna Hospital,district_emergency,18.879618,79.4431454,1
6073,SUN Hospital,district_emergency,18.8708179,79.4434216,1
6075,Sai Padmaga Hospital (Dr Peddanna),district_emergency,19.1171957,79.0020181,1
6080,PHC Yadagirigutta,district_emergency,17.5852809,78.9504632,1
6081,PVC Raigiri,district_emergency,17.5346488,78.939095,1
6083,Dr.Balaiah Hospital,district_emergency,17.5092113,78.8857404,1
6084,Sandhya Hospital,district_emergency,17.146357,79.621608,1
6087,Santana Laxmi Hospital,district_emergency,17.1519229,79.6240563,1
6088,Pattabhi Childen Hospital,district_emergency,17.1534167,79.624551,1
6089,"Mythri Hospital,suryapet",district_emergency,17.1630083,79.6285107,1
6090,Sri Rama Orthopedic And Trauma Care Centre,trauma_l1,17.0565316,79.2674739,1
6091,Rathna Eye Hospital,district_emergency,17.0577066,79.2759208,1
6092,Viswa Hrudaya Hospitals,district_emergency,17.058003,79.2763899,1
6094,Saikrupa Hospital,district_emergency,16.2387257,77.8040603,1
6096,Nagasai Clinic (Dr. Nagaraju),district_emergency,16.36467,78.0590883,1
6097,chalma reddy hospital,district_emergency,16.3631304,78.0668111,1
6098,Wanaparthy Multispeciality hospital trauma care and surgical centre,trauma_l1,16.3666174,78.0689288,1
6099,Khaja hospital,district_emergency,19.039494,78.650005,1
6100,Shanmukha Hospital,district_emergency,19.039967,78.650493,1
6102,Svr Hospital,district_emergency,19.0400716,78.648425,1
6103,Tirumala Hospital,district_emergency,19.0413647,78.6486021,1
6105,Manisai Hospital,district_emergency,19.0418809,78.6476026,1
6107,Mounika Children's Hospital,district_emergency,18.8921038,79.2065623,1
6108,LAXMI GANAPATHI HOSPITALS,district_emergency,18.8965824,79.207036,1
6109,Sai Saketh Hospital,district_emergency,18.8964977,79.2064172,1
6110,Star Children Hospital,district_emergency,18.6552408,79.6687317,1
6113,Dr. I. Sreedhar Rao's Orthopaedic Speciality Clinic,district_emergency,18.4397059,79.1260906,1
6115,Srinivasa Reddy Eye Hospital,district_emergency,18.2931236,79.4747692,1
6116,Sujatha Hospitals,district_emergency,18.2904312,79.4746793,1
6117,Thirupatayya Children Hospital,district_emergency,18.2896892,79.4752383,1
6118,Devi Hospitals,district_emergency,18.2896771,79.4748646,1
6119,Community Health Centre Jammikunta,district_emergency,18.2889648,79.474011,1
6120,My health Care centre,district_emergency,17.247775,80.149629,1
6121,Surabhi Neuro Hospital,district_emergency,17.2477812,80.1496303,1
6122,Jabisetty Hospital,district_emergency,17.2478657,80.1496716,1
6123,Rajashekar Kidney & Maternity Hospital,district_emergency,17.5560435,80.6149376,1
6124,Sanghamitra Hospitals,district_emergency,17.556407,80.617832,1
